# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.34
# for k=1.01651e-05 to 1.05047 h/Mpc,
# number of wavenumbers equal to 604
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       3.895693122493e-03      -2.294197215716e+00      -5.123117402889e+01      -5.125193128337e+01      -2.247532545456e+00      -4.134036856594e+01      -5.106487106916e+01       6.872837436415e-05       1.156852625583e-02       1.157095423903e-02       4.466599261893e-05       1.045943305400e-02       1.154431898611e-02 
       4.013332780652e-03      -2.302419590791e+00      -5.412210401897e+01      -5.414486971862e+01      -2.248335561933e+00      -4.333227480400e+01      -5.394168311688e+01       1.247243885841e-06       1.223600719323e-02       1.223857754470e-02      -1.484901168501e-05       1.101598627016e-02       1.220961262886e-02 
       4.131393342320e-03      -2.287998383918e+00      -5.709369694936e+01      -5.711863068518e+01      -2.229116880168e+00      -4.535645571024e+01      -5.689847069109e+01      -7.109563607653e-05       1.292205783901e-02       1.292477638332e-02      -7.262033244357e-05       1.158360919479e-02       1.289334500755e-02 
       4.249844103863e-03      -2.255313517529e+00      -6.014501969222e+01      -6.017229285260e+01      -2.195657239522e+00      -4.741115540745e+01      -5.993430056872e+01      -1.170887652915e-04       1.362646280423e-02       1.362933575109e-02      -1.021654759681e-04       1.216185138080e-02       1.359532136108e-02 
       4.368657133454e-03      -2.216682201584e+00      -6.327513478152e+01      -6.330492994408e+01      -2.159927266330e+00      -4.949461720539e+01      -6.304823928886e+01      -1.161584666889e-04       1.434900495369e-02       1.435203856584e-02      -8.928684119542e-05       1.275027176727e-02       1.431533695417e-02 
       4.487806990946e-03      -2.186877814370e+00      -6.648310273244e+01      -6.651561272430e+01      -2.134566771133e+00      -5.160509286430e+01      -6.623935216364e+01      -6.817650881437e-05       1.508946613702e-02       1.509266646496e-02      -3.910158395781e-05       1.334844043423e-02       1.505317038982e-02 
       4.607270477526e-03      -2.176581615987e+00      -6.976798208183e+01      -6.980340895065e+01      -2.127157620060e+00      -5.374085099802e+01      -6.950669962399e+01       5.608901813261e-06       1.584762760906e-02       1.585100035468e-02       2.573047360807e-05       1.395593974407e-02       1.580858343944e-02 
       4.727026412141e-03      -2.187673949387e+00      -7.312883158072e+01      -7.316738560948e+01      -2.136897496216e+00      -5.590018761147e+01      -7.284933688102e+01       7.141039230230e-05       1.662327098332e-02       1.662682149622e-02       7.511190543188e-05       1.457236554536e-02       1.658132886232e-02 
       4.847055431896e-03      -2.212453184141e+00      -7.656471152106e+01      -7.660661049459e+01      -2.155160934076e+00      -5.808143578023e+01      -7.626631514576e+01       9.788837905231e-05       1.741617884020e-02       1.741991219886e-02       8.547677694035e-05       1.519732772337e-02       1.737116253121e-02 
       4.967339813860e-03      -2.237109914997e+00      -8.007468413531e+01      -8.012015306032e+01      -2.169633673494e+00      -6.028297387742e+01      -7.975668451961e+01       7.061137266482e-05       1.822613486988e-02       1.823005597636e-02       5.111357915005e-05       1.583044996149e-02       1.817785462401e-02 
       5.087863315936e-03      -2.247872867120e+00      -8.365781570673e+01      -8.370708683259e+01      -2.170061715983e+00      -6.250323320396e+01      -8.331949996154e+01      -7.569123650289e-07       1.905292413648e-02       1.905703776625e-02      -1.266367263937e-05       1.647136161613e-02       1.900119520480e-02 
       5.208611034713e-03      -2.237049367686e+00      -8.731316771986e+01      -8.736648131553e+01      -2.152930265924e+00      -6.474069765184e+01      -8.695381666573e+01      -8.617788069673e-05       1.989633067370e-02       1.990064146463e-02      -7.632323473723e-05       1.711967965519e-02       1.984098867914e-02 
       5.329569278403e-03      -2.206253846758e+00      -9.103981891965e+01      -9.109742367138e+01      -2.122878221405e+00      -6.699395378258e+01      -9.065871408242e+01      -1.485222403106e-04       2.075614233542e-02       2.076065474029e-02      -1.100976878685e-04       1.777526358606e-02       2.069705239296e-02 
       5.450725453178e-03      -2.165416511340e+00      -9.483684770988e+01      -9.489900182652e+01      -2.090424791961e+00      -6.926019161203e+01      -9.443325505304e+01      -1.605146343223e-04       2.163214710091e-02       2.163686536687e-02      -9.724049697377e-05       1.842900862026e-02       2.156905533342e-02 
       5.572067961423e-03      -2.128100435773e+00      -9.870333433483e+01      -9.877030672710e+01      -2.067022770306e+00      -7.153782303747e+01      -9.827652649666e+01      -1.174893774908e-04       2.252413291929e-02       2.252906114468e-02      -4.307054170905e-05       1.909212590874e-02       2.245696863365e-02 
       5.693586110555e-03      -2.105332782575e+00      -1.026383608831e+02      -1.027104322431e+02      -2.059612522395e+00      -7.382619631129e+01      -1.021876313078e+02      -3.981816738513e-05       2.343188740144e-02       2.343702968796e-02       2.691563918045e-05       1.976522748554e-02       2.336057746237e-02 
       5.815270031251e-03      -2.100804520375e+00      -1.066410147610e+02      -1.067184783906e+02      -2.067427792187e+00      -7.612464297576e+01      -1.061656738323e+02       3.641761706313e-05       2.435519991484e-02       2.436056058342e-02       7.904758497529e-05       2.044788715525e-02       2.427964057903e-02 
       5.937110604016e-03      -2.109613937715e+00      -1.107103862390e+02      -1.107935488421e+02      -2.082529972989e+00      -7.843251047474e+01      -1.102097572183e+02       7.636642845377e-05       2.529386127565e-02       2.529944507533e-02       8.771678506180e-05       2.113964843960e-02       2.521391881196e-02 
