# dimensionless [l(l+1)/2pi] C_l's for scalar mode
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  109       4.021532878637e-10       1.210289931054e-13      -3.921164444022e-12       0.000000000000e+00       8.081968903350e-12       1.243993405174e-12      -6.500569537806e-15 
  110       4.065837174375e-10       1.227474282606e-13      -4.008073746650e-12       0.000000000000e+00       7.886154318311e-12       1.220866309376e-12      -6.466460590086e-15 
  111       4.110354292034e-10       1.244278008351e-13      -4.094367997944e-12       0.000000000000e+00       7.696740475449e-12       1.198428852809e-12      -6.435339474919e-15 
  112       4.155074900442e-10       1.260683263961e-13      -4.179972258094e-12       0.000000000000e+00       7.513445957463e-12       1.176637239666e-12      -6.405578525217e-15 
  113       4.199988258278e-10       1.276672264715e-13      -4.264810959806e-12       0.000000000000e+00       7.335930458290e-12       1.155439923846e-12      -6.375417532218e-15 
  114       4.245082169758e-10       1.292227295358e-13      -4.348807933132e-12       0.000000000000e+00       7.163793105140e-12       1.134777391507e-12      -6.342960653391e-15 
  115       4.290342940322e-10       1.307330719954e-13      -4.431886430315e-12       0.000000000000e+00       6.996570780531e-12       1.114581943620e-12      -6.306173320335e-15 
  116       4.335757311295e-10       1.321965486271e-13      -4.513970000392e-12       0.000000000000e+00       6.833839557115e-12       1.094793213813e-12      -6.263328941403e-15 
  117       4.381318625480e-10       1.336116687403e-13      -4.594985180550e-12       0.000000000000e+00       6.675536580544e-12       1.075407327180e-12      -6.214417234432e-15 
  118       4.427021331456e-10       1.349770209409e-13      -4.674859180159e-12       0.000000000000e+00       6.521674352688e-12       1.056433337747e-12      -6.159902111246e-15 
  119       4.472859045154e-10       1.362912267849e-13      -4.753519092271e-12       0.000000000000e+00       6.372240362604e-12       1.037877950493e-12      -6.100288079106e-15 
  120       4.518824523041e-10       1.375529422017e-13      -4.830891925980e-12       0.000000000000e+00       6.227196320263e-12       1.019745443035e-12      -6.036121125583e-15 
  121       4.564909635295e-10       1.387608589172e-13      -4.906904638771e-12       0.000000000000e+00       6.086477390285e-12       1.002037587306e-12      -5.967989603421e-15 
  122       4.611105338999e-10       1.399137058769e-13      -4.981484168870e-12       0.000000000000e+00       5.949991425668e-12       9.847535712387e-13      -5.896525115404e-15 
  123       4.657401651316e-10       1.410102506686e-13      -5.054557467596e-12       0.000000000000e+00       5.817618201520e-12       9.678899204390e-13      -5.822403399219e-15 
  124       4.703787622678e-10       1.420493009455e-13      -5.126051531714e-12       0.000000000000e+00       5.689208648791e-12       9.514404198714e-13      -5.746345212329e-15 
  125       4.750251309964e-10       1.430297058496e-13      -5.195893435783e-12       0.000000000000e+00       5.564584088001e-12       9.353960355370e-13      -5.669117216831e-15 
  126       4.796779749689e-10       1.439503574343e-13      -5.264010364512e-12       0.000000000000e+00       5.443535462974e-12       9.197448361539e-13      -5.591532864328e-15 
  127       4.843358931182e-10       1.448101920876e-13      -5.330329645109e-12       0.000000000000e+00       5.325822574570e-12       9.044719148371e-13      -5.514453280794e-15 
  128       4.889973769774e-10       1.456081919550e-13      -5.394778779631e-12       0.000000000000e+00       5.211173314413e-12       8.895593107785e-13      -5.438788151438e-15 
  129       4.936609628263e-10       1.463434262264e-13      -5.457286225844e-12       0.000000000000e+00       5.099342091206e-12       8.749899791280e-13      -5.365309679529e-15 
  130       4.983257126988e-10       1.470151770945e-13      -5.517783767930e-12       0.000000000000e+00       4.990293983934e-12       8.607603593775e-13      -5.294069508518e-15 
  131       5.029907813206e-10       1.476228303677e-13      -5.576204468196e-12       0.000000000000e+00       4.884039436442e-12       8.468690441538e-13      -5.224919210023e-15 
  132       5.076552644524e-10       1.481658385363e-13      -5.632481979219e-12       0.000000000000e+00       4.780576536401e-12       8.333128057426e-13      -5.157691027879e-15 
  133       5.123181973160e-10       1.486437224809e-13      -5.686550581550e-12       0.000000000000e+00       4.679890672592e-12       8.200865467356e-13      -5.092197425436e-15 
  134       5.169785530208e-10       1.490560731810e-13      -5.738345221426e-12       0.000000000000e+00       4.581954192205e-12       8.071832506787e-13      -5.028230632847e-15 
  135       5.216352409895e-10       1.494025534225e-13      -5.787801548472e-12       0.000000000000e+00       4.486726058124e-12       7.945939327187e-13      -4.965562194362e-15 
  136       5.262871053850e-10       1.496828995067e-13      -5.834855953416e-12       0.000000000000e+00       4.394151506225e-12       7.823075902514e-13      -4.903942515615e-15 
  137       5.309329235361e-10       1.498969229584e-13      -5.879445605789e-12       0.000000000000e+00       4.304161702661e-12       7.703111535686e-13      -4.843100410920e-15 
  138       5.355714043641e-10       1.500445122340e-13      -5.921508491635e-12       0.000000000000e+00       4.216673401160e-12       7.585894365062e-13      -4.782742650563e-15 
  139       5.402011868086e-10       1.501256344296e-13      -5.960983451223e-12       0.000000000000e+00       4.131588600313e-12       7.471250870908e-13      -4.722553508090e-15 
  140       5.448208382543e-10       1.501403369900e-13      -5.997810216747e-12       0.000000000000e+00       4.048794200866e-12       7.358985381881e-13      -4.662194307599e-15 
  141       5.494288529567e-10       1.500887494160e-13      -6.031929450038e-12       0.000000000000e+00       3.968161663012e-12       7.248879581498e-13      -4.601302971036e-15 
