# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  144       5.503192381915e-10       1.477259026625e-13      -5.971168836667e-12       9.562501026638e-16       3.980189004904e-12       7.139640484977e-13      -4.402806357269e-15 
  145       5.547313467885e-10       1.474279894858e-13      -5.992827431767e-12       9.705603727266e-16       3.902827186749e-12       7.023338132070e-13      -4.338917756390e-15 
  146       5.591251014926e-10       1.470675800830e-13      -6.011559918852e-12       9.850082252977e-16       3.827249228171e-12       6.910740332671e-13      -4.275141011227e-15 
  147       5.634994467466e-10       1.466454247835e-13      -6.027318243816e-12       9.995940853979e-16       3.753456603527e-12       6.801792379568e-13      -4.211477097498e-15 
  148       5.678532890758e-10       1.461623708327e-13      -6.040055714730e-12       1.014318355783e-15       3.681444422881e-12       6.696424874725e-13      -4.147923706546e-15 
  149       5.721854962767e-10       1.456193641409e-13      -6.049727041929e-12       1.029181416403e-15       3.611201276698e-12       6.594553396450e-13      -4.084475160201e-15 
  150       5.764948966063e-10       1.450174510319e-13      -6.056288378097e-12       1.044183623856e-15       3.542709080526e-12       6.496078166580e-13      -4.021122325658e-15 
  151       5.807802779703e-10       1.443577799917e-13      -6.059697358347e-12       1.059325310849e-15       3.475942919691e-12       6.400883717653e-13      -3.957852530339e-15 
  152       5.850403871124e-10       1.436416034178e-13      -6.059913140305e-12       1.074606785657e-15       3.410870893982e-12       6.308838560089e-13      -3.894649476766e-15 
  153       5.892739288031e-10       1.428702793675e-13      -6.056896444194e-12       1.090028331573e-15       3.347453962341e-12       6.219794849361e-13      -3.831493157431e-15 
  154       5.934795650281e-10       1.420452733068e-13      -6.050609592918e-12       1.105590206378e-15       3.285645787550e-12       6.133588053175e-13      -3.768359769662e-15 
  155       5.976559141778e-10       1.411681598596e-13      -6.041016552145e-12       1.121292641785e-15       3.225392580921e-12       6.050036618649e-13      -3.705221630492e-15 
  156       6.018015502356e-10       1.402406245561e-13      -6.028082970389e-12       1.137135842909e-15       3.166632946984e-12       5.968941639484e-13      -3.642047091534e-15 
  157       6.059150019668e-10       1.392644655815e-13      -6.011776219095e-12       1.153119987715e-15       3.109297728178e-12       5.890086523147e-13      -3.578800453842e-15 
  158       6.099947521078e-10       1.382415955254e-13      -5.992065432721e-12       1.169245226482e-15       3.053309849535e-12       5.813236658042e-13      -3.515441882786e-15 
  159       6.140392365545e-10       1.371740431298e-13      -5.968921548822e-12       1.185511681257e-15       2.998584163371e-12       5.738139080691e-13      -3.451927322920e-15 
  160       6.180468435513e-10       1.360639550388e-13      -5.942317348135e-12       1.201919445316e-15       2.945027293978e-12       5.664522142910e-13      -3.388208412849e-15 
  161       6.220160298853e-10       1.349135475616e-13      -5.912227346536e-12       1.218468592268e-15       2.892556789866e-12       5.592144532572e-13      -3.324249843140e-15 
  162       6.259456827187e-10       1.337249534997e-13      -5.878627376038e-12       1.235159205427e-15       2.841160809897e-12       5.520947906258e-13      -3.260083333769e-15 
  163       6.298347883531e-10       1.325003650537e-13      -5.841495043173e-12       1.251991350014e-15       2.790843443105e-12       5.450917181081e-13      -3.195758289570e-15 
  164       6.336823178307e-10       1.312420840967e-13      -5.800809912872e-12       1.268965063250e-15       2.741605809907e-12       5.382032290164e-13      -3.131324781667e-15 
  165       6.374872266624e-10       1.299525236934e-13      -5.756553547869e-12       1.286080353851e-15       2.693445995622e-12       5.314268076888e-13      -3.066833542599e-15 
  166       6.412484545541e-10       1.286342096183e-13      -5.708709548097e-12       1.303337201537e-15       2.646358983994e-12       5.247594189139e-13      -3.002335961444e-15 
  167       6.449649251343e-10       1.272897818754e-13      -5.657263590096e-12       1.320735556530e-15       2.600336590708e-12       5.181974973551e-13      -2.937884078938e-15 
  168       6.486355456814e-10       1.259219962164e-13      -5.602203466411e-12       1.338275339059e-15       2.555367396914e-12       5.117369369756e-13      -2.873530582601e-15 
